"F.Adjusted"
14.563531
14.661866
15.723893
15.704226
15.615723
15.369884
15.22238
14.858539
15.025707
14.622532
14.750368
14.770036
14.524197
14.278357
14.534029
14.661866
15.163379
15.006041
14.937205
14.711035
14.760202
14.612699
14.661866
14.681534
14.258689
13.993182
13.826013
14.239021
14.366858
14.180021
14.01285
13.776844
13.383501
13.058992
13.678509
13.953849
13.678509
13.590005
13.796511
13.560505
13.629339
14.150521
13.717842
13.678509
13.786678
13.098327
13.481837
13.570338
13.521171
13.590005
13.698175
13.668674
13.363834
13.235998
12.77382
12.783653
12.459145
12.360808
12.518147
12.862321
12.950823
12.685316
13.088494
12.83282
12.813154
12.891821
12.793488
12.675484
12.734485
12.813154
12.547647
12.468978
12.77382
12.645983
12.999991
13.176995
13.3245
12.606648
12.557481
13.009825
13.481837
13.550671
13.924348
14.071852
14.062018
13.924348
13.924348
14.111186
14.052184
13.885013
14.6422
14.868372
14.838872
15.379718
15.251881
15.192879
15.438719
15.301049
15.163379
15.773062
16.274572
16.009068
15.733727
15.674724
15.251881
16.579414
16.795753
17.651276
17.710276
18.319956
19.096811
18.968975
19.814661
19.785162
19.037807
19.224646
19.17548
19.52949
19.460653
19.627823
19.331329
19.163317
20.240574
19.96385
20.013264
19.51911
19.440044
18.965656
19.351097
19.637707
18.916241
18.995304
19.726652
19.578407
19.341213
21.199236
20.19116
19.815601
19.953966
20.112095
19.538877
19.192966
19.380747
19.904549
20.013264
20.556833
20.517302
20.319639
20.230692
