"NVDA.Adjusted"
162.531479
167.665375
169.579025
175.659805
176.067017
174.448151
173.501099
174.168274
178.1689
180.102997
177.801575
178.018951
186.484985
186.300079
184.186081
188.778915
190.483109
191.96492
190.220734
199.756287
200.173569
199.931183
202.025208
204.773926
206.887924
203.621948
198.934143
200.408463
205.028793
202.405029
198.32193
189.573563
181.524826
187.709412
186.0327
194.008972
195.848099
195.488266
192.849518
191.989914
194.938507
196.527786
194.89856
197.407379
198.057053
202.644913
206.273193
203.564484
202.854813
199.266495
196.897614
198.956635
201.785324
199.406433
194.488739
190.310699
197.887131
208.062378
219.47702
217.827789
222.025818
220.576492
226.25383
226.77359
223.78447
224.344299
223.89444
228.363113
226.55365
223.3246
221.705078
224.714188
221.455154
222.354874
223.344589
222.354874
218.935883
211.068192
212.397797
219.345779
224.754181
220.745346
216.536591
206.929398
205.10994
207.099365
207.359283
197.262238
204.450119
206.939392
210.688293
208.249023
206.88942
206.64949
209.328705
217.396347
218.556
222.154938
222.834747
220.965302
226.853561
227.193466
231.592178
247.097641
244.438416
249.33699
255.595154
258.194397
263.932709
265.90213
297.92276
297.432861
307.949829
306.480255
294.503754
303.811035
303.811035
300.162079
301.941559
292.524323
316.657257
329.753448
319.466431
317.367035
326.644318
314.937775
333.662292
326.664337
314.296448
321.205292
306.877716
300.318817
324.214752
318.20578
304.848053
301.928558
281.562012
283.321716
304.538116
283.821625
277.962646
277.142792
290.70047
293.949921
296.349487
309.397308
303.168335
299.958893
295.809601
